"","STAT_ID","start_time","end_time","Mg_start","Mg_end","Mg_avg","duration","Mg_dif","Mg_slope","Mg_rc","STATION_NAME","STATION_ID_ORIG","Country","State","Latitude","Longitude","CoordinateSystem"
"1",100009,1978-10-16,2000-09-12,45.258,44.365,46.3170962962963,21.9232876712329,-0.893000000000001,-0.0407329417645589,-1.97313182199832,"KENNEBEC RIVER AT NORTH SIDNEY, MAINE","1049265","USA","MAINE",44.47,-69.68,"NA1983"
"2",100029,1973-01-17,1995-01-17,37.029,35.384,39.8052133333333,22.013698630137,-1.645,-0.0747261978842565,-4.4424640146912,"MERRIMACK RIVER ABOVE LOWELL, MA","1096550","USA","MA",42.63,-71.37,"NA1983"
"3",100047,1973-05-09,1995-08-29,74.059,135.775,82.7795,22.3205479452055,61.716,2.76498588437462,83.3335583791302,"BLACKSTONE RIVER AT MILLVILLE, MA","1111230","USA","MA",42.02,-71.56,"NA1983"
"4",100052,1974-07-08,2001-09-26,65.83,88.703,70.8936904761905,27.2383561643836,22.873,0.839734962784148,34.74555673705,"SHETUCKET R AT SOUTH WINDHAM, CT","1122610","USA","CONNECTICUT",41.68,-72.16,"NA1983"
"5",100056,1973-01-08,2001-09-26,53.487,85.265,69.3567068965517,28.7342465753425,31.778,1.10592772692601,59.412567539776,"QUINEBAUG RIVER AT JEWETT CITY, CT.","1127000","USA","CONNECTICUT",41.59,-71.98,"NA1983"
"6",100134,1973-01-09,1995-09-12,259.206,452.582,347.946457264957,22.6876712328767,193.376,8.52339572515397,74.6032113454164,"HOUSATONIC R AT STEVENSON, CT","1205500","USA","CT",41.38,-73.16,"NA1983"
"7",100145,1973-02-21,1997-06-18,69.944,97.717,124.767863945578,24.3369863013699,27.773,1.14118484746144,39.7074802699302,"PECONIC RIVER AT RIVERHEAD NY","1304500","USA","NEW YORK",40.91,-72.68,"NA1983"
"8",100206,1963-08-20,1992-08-04,94.631,53.487,49.7822703862661,28.9780821917808,-41.144,-1.41983171031483,-43.4783527596665,"ESOPUS CREEK AT SHANDAKEN NY","1362198","USA","NY",42.11,-74.38,"NA1983"
"9",100358,1963-06-19,1995-09-14,0,17.692,19.1386352459016,32.2602739726027,17.692,0.548414437367304,Inf,"MCDONALDS BRANCH IN LEBANON STATE FOREST NJ","1466500","USA","NJ",39.88,-74.5,"NA1983"
"10",100442,1973-03-28,1995-09-05,197.49,658.301,303.712817391304,22.4547945205479,460.811,20.5217197413372,233.333839688085,"SUSQUEHANNA RIVER AT DANVILLE, PA","1540500","USA","PENNSYLVANIA",40.95,-76.61,"NA1983"
"11",100443,1967-10-27,1995-08-08,41.144,49.373,44.3202654028436,27.8,8.229,0.296007194244604,20.0004860976084,"YOUNG WOMANS CREEK NEAR RENOVO, PA.","1545600","USA","PA",41.38,-77.69,"NA1983"
"12",100444,1973-03-29,1995-09-05,197.49,617.157,296.879373913043,22.4520547945205,419.667,18.6916967663209,212.500379766064,"WEST BRANCH SUSQUEHANNA RIVER AT LEWISBURG, PA","1553500","USA","PENNSYLVANIA",40.96,-76.87,"NA1983"
"13",100457,1973-03-21,1995-06-12,226.291,234.52,289.206583333333,22.241095890411,8.22900000000001,0.36999076127125,3.63646808755099,"JUNIATA RIVER AT NEWPORT, PA","1567000","USA","PENNSYLVANIA",40.47,-77.12,"NA1983"
"14",100461,1973-03-26,1995-08-30,218.062,576.013,277.824403361345,22.4438356164384,357.951,15.9487445068359,164.15102126918,"SUSQUEHANNA RIVER AT HARRISBURG, PA","1570500","USA","PENNSYLVANIA",40.25,-76.88,"NA1983"
"15",100554,1974-09-25,1997-03-18,617.157,411.438,432.450550724638,22.4931506849315,-205.719,-9.14585079171742,-33.3333333333333,"SHENANDOAH RIVER AT MILLVILLE, WV","1636500","USA","WEST VIRGINIA",39.28,-77.78,"NA1983"
"16",100603,1973-01-01,1994-04-28,82.288,82.288,87.7206538461539,21.3342465753425,0,0,0,"RAPPAHANNOCK RIVER NEAR FREDERICKSBURG, VA","1668000","USA","VA",38.32,-77.51,"NA1983"
"17",100604,1973-01-01,1994-04-26,74.059,94.631,92.9965046728972,21.3287671232877,20.572,0.964518946692357,27.7778527930434,"PAMUNKEY RIVER NEAR HANOVER, VA","1673000","USA","VA",37.76,-77.33,"NA1983"
"18",100607,1967-10-24,1995-07-20,74.059,45.258,44.9502847682119,27.7561643835616,-28.801,-1.03764337182904,-38.8892639652169,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA","2038850","USA","VA",37.41,-78.63,"NA1983"
"19",100615,1973-01-01,1993-08-18,65.83,119.317,90.4253867403315,20.641095890411,53.487,2.59128683302363,81.250189883032,"MEHERRIN RIVER AT EMPORIA, VA","2052000","USA","VA",36.69,-77.54,"NA1983"
"20",100633,1973-01-30,1997-02-19,69.944,65.83,87.2073968253968,24.0712328767123,-4.114,-0.170909401320282,-5.88184833581151,"TAR RIVER AT TARBORO, NC","2083500","USA","NORTH CAROLINA",35.89,-77.53,"NA1983"
"21",100663,1973-01-29,1995-08-29,69.944,90.516,74.4352875816993,22.5945205479452,20.572,0.910486237419668,29.412101109459,"CAPE FEAR R AT LOCK # 1 NR KELLY, NC","2105769","USA","NC",34.4,-78.29,"NA1983"
"22",100665,1973-02-21,1995-08-28,156.346,65.83,165.278960526316,22.5287671232877,-90.516,-4.01779642466253,-57.89466951505,"ROCKY RIVER NEAR NORWOOD, N. C.","2126000","USA","NC",35.14,-80.17,"NA1983"
"23",100669,1970-08-04,1995-09-27,32.915,32.092,24.2224858490566,25.1643835616438,-0.823,-0.0327049537289058,-2.50037976606411,"SCAPE ORE SWAMP NEAR BISHOPVILLE, S. C.","2135300","USA","SC",34.15,-80.3,"NA1983"
