"","STAT_ID","start_time","end_time","Ca_start","Ca_end","Ca_avg","duration","Ca_dif","Ca_slope","Ca_rc","STATION_NAME","STATION_ID_ORIG","Country","State","Latitude","Longitude","CoordinateSystem"
"1",100009,1978-10-16,2000-09-12,114.77,128.842,137.594044444444,21.9232876712329,14.072,0.641874531367159,12.261043826784,"KENNEBEC RIVER AT NORTH SIDNEY, MAINE","1049265","USA","MAINE",44.47,-69.68,"NA1983"
"2",100029,1973-01-17,1995-01-17,149.701,109.78,129.89016,22.013698630137,-39.921,-1.81346172993155,-26.6671565320205,"MERRIMACK RIVER ABOVE LOWELL, MA","1096550","USA","MA",42.63,-71.37,"NA1983"
"3",100047,1973-05-09,1995-08-29,274.451,474.052,306.045434782609,22.3205479452055,199.601,8.94247759911624,72.727372099209,"BLACKSTONE RIVER AT MILLVILLE, MA","1111230","USA","MA",42.02,-71.56,"NA1983"
"4",100052,1974-07-08,2001-09-26,167.166,226.064,156.210185714286,27.2383561643836,58.898,2.16231844699256,35.2332412093368,"SHETUCKET R AT SOUTH WINDHAM, CT","1122610","USA","CONNECTICUT",41.68,-72.16,"NA1983"
"5",100056,1973-01-08,2001-09-26,154.691,261.317,175.842353448276,28.7342465753425,106.626,3.71076372997712,68.9283798023156,"QUINEBAUG RIVER AT JEWETT CITY, CT.","1127000","USA","CONNECTICUT",41.59,-71.98,"NA1983"
"6",100134,1973-01-09,1995-09-12,449.102,748.503,581.70894893617,22.6876712328767,299.401,13.1966386909794,66.6665924444781,"HOUSATONIC R AT STEVENSON, CT","1205500","USA","CT",41.38,-73.16,"NA1983"
"7",100145,1973-02-21,1997-06-18,162.176,163.772,200.327594405594,24.3369863013699,1.596,0.0655791962174942,0.98411602209945,"PECONIC RIVER AT RIVERHEAD NY","1304500","USA","NEW YORK",40.91,-72.68,"NA1983"
"8",100206,1963-08-20,1992-08-04,139.721,159.681,137.193399141631,28.9780821917808,19.96,0.688796445116763,14.2856120411391,"ESOPUS CREEK AT SHANDAKEN NY","1362198","USA","NY",42.11,-74.38,"NA1983"
"9",100358,1963-06-19,1995-09-14,19.96,20.958,18.9089467213115,32.2602739726027,0.997999999999998,0.0309358811040339,4.99999999999999,"MCDONALDS BRANCH IN LEBANON STATE FOREST NJ","1466500","USA","NJ",39.88,-74.5,"NA1983"
"10",100442,1973-03-28,1995-09-05,424.152,998.004,648.268617391304,22.4547945205479,573.852,25.555878477306,135.293951225033,"SUSQUEHANNA RIVER AT DANVILLE, PA","1540500","USA","PENNSYLVANIA",40.95,-76.61,"NA1983"
"11",100443,1967-10-27,1995-08-08,122.255,124.75,104.068763033175,27.8,2.495,0.0897482014388491,2.04081632653062,"YOUNG WOMANS CREEK NEAR RENOVO, PA.","1545600","USA","PA",41.38,-77.69,"NA1983"
"12",100444,1973-03-29,1995-09-05,299.401,1047.904,515.230382608696,22.4520547945205,748.503,33.3378395363026,250.00016700011,"WEST BRANCH SUSQUEHANNA RIVER AT LEWISBURG, PA","1553500","USA","PENNSYLVANIA",40.96,-76.87,"NA1983"
"13",100457,1973-03-21,1995-06-12,623.753,548.902,626.663319444444,22.241095890411,-74.851,-3.36543668391229,-12.0001026047169,"JUNIATA RIVER AT NEWPORT, PA","1567000","USA","PENNSYLVANIA",40.47,-77.12,"NA1983"
"14",100461,1973-03-26,1995-08-30,374.251,848.303,586.201529411765,22.4438356164384,474.052,21.1217016601563,126.666862613594,"SUSQUEHANNA RIVER AT HARRISBURG, PA","1570500","USA","PENNSYLVANIA",40.25,-76.88,"NA1983"
"15",100554,1974-09-25,1997-03-18,1397.205,998.004,913.473753623188,22.4931506849315,-399.201,-17.7476693057247,-28.5713978979463,"SHENANDOAH RIVER AT MILLVILLE, WV","1636500","USA","WEST VIRGINIA",39.28,-77.78,"NA1983"
"16",100603,1973-01-01,1994-04-28,157.186,149.701,145.59041025641,21.3342465753425,-7.48500000000001,-0.350844355977913,-4.76187446719174,"RAPPAHANNOCK RIVER NEAR FREDERICKSBURG, VA","1668000","USA","VA",38.32,-77.51,"NA1983"
"17",100604,1973-01-01,1994-04-26,109.78,127.245,135.698196261682,21.3287671232877,17.465,0.818847141939628,15.9090909090909,"PAMUNKEY RIVER NEAR HANOVER, VA","1673000","USA","VA",37.76,-77.33,"NA1983"
"18",100607,1967-10-24,1995-07-20,94.81,57.385,66.0927417218543,27.7561643835616,-37.425,-1.34834912644359,-39.4736842105263,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA","2038850","USA","VA",37.41,-78.63,"NA1983"
"19",100615,1973-01-01,1993-08-18,94.81,119.76,189.455237569061,20.641095890411,24.95,1.20875365011946,26.3157894736842,"MEHERRIN RIVER AT EMPORIA, VA","2052000","USA","VA",36.69,-77.54,"NA1983"
"20",100633,1973-01-30,1997-02-19,127.245,102.295,148.393830687831,24.0712328767123,-24.95,-1.03650694286365,-19.6078431372549,"TAR RIVER AT TARBORO, NC","2083500","USA","NORTH CAROLINA",35.89,-77.53,"NA1983"
"21",100663,1973-01-29,1995-08-29,104.79,122.255,105.589222222222,22.5945205479452,17.465,0.772975021219837,16.6666666666667,"CAPE FEAR R AT LOCK # 1 NR KELLY, NC","2105769","USA","NC",34.4,-78.29,"NA1983"
"22",100665,1973-02-21,1995-08-28,179.641,94.81,225.535789473684,22.5287671232877,-84.831,-3.76545238963882,-47.2225160180582,"ROCKY RIVER NEAR NORWOOD, N. C.","2126000","USA","NC",35.14,-80.17,"NA1983"
"23",100669,1970-08-04,1995-09-27,19.96,27.445,25.9422028301887,25.1643835616438,7.485,0.297444202504083,37.5,"SCAPE ORE SWAMP NEAR BISHOPVILLE, S. C.","2135300","USA","SC",34.15,-80.3,"NA1983"
"24",100694,1967-11-02,1993-09-28,29.94,10.479,15.524522875817,25.9232876712329,-19.461,-0.750714965123653,-65,"UPPER THREE RUNS NEAR NEW ELLENTON, SC","2197300","USA","SC",33.37,-81.62,"NA1983"
"25",100753,1973-01-23,2006-03-22,69.86,74.775,85.7175869565217,33.1808219178082,4.91500000000001,0.148127735116836,7.03549957056972,"ST. MARYS RIVER NEAR MACCLENNY, FL","2231000","USA","FLORIDA",30.35,-82.08,"NA1983"
"26",100760,1973-09-19,1995-09-06,798.403,698.603,1116.88375294118,21.9780821917808,-99.8000000000001,-4.54088755921217,-12.4999530312386,"ST. JOHNS RIVER NR DELAND, FLA.","2236000","USA","FL",29,-81.38,"NA1983"
"27",100775,1973-06-09,1993-09-08,1696.607,1047.904,1465.22977358491,20.2630136986301,-648.703,-32.0141421038399,-38.2353131868488,"TAMIAMI CANAL OUTLETS, 40-MILE BEND TO MONROE, F","2288900","USA","FL",25.85,-80.98,"NA1983"
"28",100784,1974-05-09,1994-07-12,1172.655,1896.207,1435.37536567164,20.1890410958904,723.552,35.8388492332745,61.7020351254205,"CALOOSAHATCHEE CANAL AT ORTONA LOCK NR LA BELLE","2292480","USA","FL",26.78,-81.3,"NA1983"
"29",100829,1964-04-28,1996-06-11,9.98,973.054,248.517816733068,32.1424657534247,963.074,29.9626670644391,9650.04008016032,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.","2327100","USA","FLORIDA",30.12,-84.49,"NA1983"
"30",101016,1973-01-25,2001-09-24,249.501,807.009,597.743675925926,28.6821917808219,557.508,19.4374266883179,223.449204612406,"CAHABA RIVER AT CENTREVILLE AL","2424000","USA","ALABAMA",32.94,-87.13,"NA1983"
"31",101030,1966-12-16,1995-05-05,37.425,12.226,25.0166,28.4027397260274,-25.199,-0.887203144593421,-67.3319973279893,"CYPRESS CREEK NR JANICE, MS","2479155","USA","MS",31.02,-89.01,"NA1983"
"32",101033,1973-01-17,1994-08-08,99.8,102.295,93.7942285714286,21.5698630136986,2.495,0.1156706465134,2.5,"PEARL RIVER NEAR BOGALUSA, LA","2489500","USA","LA",30.79,-89.82,"NA1983"
"33",101034,1973-01-17,1995-08-01,77.345,47.405,53.1277151898734,22.5506849315069,-29.94,-1.32767585955534,-38.7096774193548,"BOGUE CHITTO NEAR BUSH, LA","2492000","USA","LA",30.62,-89.89,"NA1983"
"34",101097,1973-01-10,2000-08-29,424.152,668.139,607.90848372093,27.6520547945205,243.987,8.82346725453285,57.5234821479092,"ALLEGHENY RIVER AT NEW KENSINGTON, PA","3049625","USA","PENNSYLVANIA",40.56,-79.77,"NA1983"
"35",101135,1973-02-13,2000-06-27,598.802,730.414,809.0623,27.386301369863,131.612,4.80576030412165,21.9792185062842,"MONONGAHELA RIVER AT BRADDOCK, PA","3085000","USA","PENNSYLVANIA",40.39,-79.85,"NA1983"
"36",101138,1973-01-23,1994-10-29,2120.758,2994.012,1626.21762251656,21.7780821917808,873.254,40.0978374638319,41.176503872672,"MUSKINGUM R AT MCCONNELSVILLE OH","3150000","USA","OH",39.64,-81.84,"NA1983"
"37",101143,1973-01-01,1998-09-08,474.052,434.905,377.099061983471,25.7013698630137,-39.147,-1.52314838503358,-8.25795482352148,"NEW RIVER AT GLEN LYN, VA","3176500","USA","VIRGINIA",37.37,-80.86,"NA1983"
"38",101154,1974-02-15,2000-03-06,424.152,361.003,385.398255319149,26.0712328767123,-63.149,-2.42217160571669,-14.888294762255,"KANAWHA RIVER AT WINFIELD, WV","3201300","USA","WEST VIRGINIA",38.52,-81.91,"NA1983"
"39",101174,1968-10-15,1993-05-12,1896.207,1871.257,1713.98255357143,24.5890410958904,-24.95,-1.01467966573816,-1.31578461634199,"SOUTH HOGAN CREEK NEAR DILLSBORO, IND.","3276700","USA","IN",39.02,-85.03,"NA1983"
"40",101176,1973-02-07,1995-06-06,923.154,1172.655,944.654405529954,22.3397260273973,249.501,11.1684896983076,27.0270182439766,"KENTUCKY RIVER AT LOCK 2,AT LOCKPORT,KY.","3290500","USA","KY",38.43,-84.96,"NA1983"
"41",101215,1962-10-18,1995-08-22,34.93,29.94,28.5860233918129,32.8657534246575,-4.99,-0.151829776592197,-14.2857142857143,"CATALOOCHEE CREEK NEAR CATALOOCHEE N C","3460000","USA","NC",35.66,-83.07,"NA1983"
"42",101246,1963-08-10,1995-05-24,44.91,37.425,38.5538852459016,31.8082191780822,-7.485,-0.2353165374677,-16.6666666666667,"LITTLE R. AB TOWNSEND","3497300","USA","TN",35.66,-83.71,"NA1983"
"43",101334,1973-02-22,1994-05-11,424.152,274.451,403.142898550725,21.227397260274,-149.701,-7.05225413009809,-35.2941869895698,"ST. LOUIS RIVER AT SCANLON, MN","4024000","USA","MN",46.7,-92.41,"NA1983"
"44",101338,1974-10-03,1995-08-29,499.002,523.952,427.442971631206,20.9178082191781,24.95,1.19276358873608,4.99997996000016,"ONTONAGON R NR ROCKLAND, MICH","4040000","USA","MI",46.72,-89.2,"NA1983"
"45",101520,1973-10-23,1994-08-12,798.403,1521.956,1341.10746496815,20.8164383561644,723.553,34.7587319031324,90.625035226571,"MANISTEE R AT MANISTEE, MICH.                  .","4126520","USA","MI",44.25,-86.31,"NA1983"
"46",101563,1973-05-08,1995-08-10,998.004,773.453,901.388716312057,22.2712328767123,-224.551,-10.0825581252307,-22.5000100199999,"NIAGARA RIVER (LAKE ONTARIO) AT FORT NIAGARA NY","4219640","USA","NY",43.26,-79.06,"NA1983"
"47",101564,1974-05-16,1994-06-15,898.204,1671.657,1554.64253488372,20.0958904109589,773.453,38.4881179277437,86.1110616296521,"GENESEE R AT CHARLOTTE DOCKS AT ROCHESTER NY","4232006","USA","NY",43.22,-77.61,"NA1983"
"48",101567,1973-01-09,1994-06-23,324.351,324.351,313.715983240223,21.4657534246575,0,0,0,"BLACK RIVER AT WATERTOWN NY","4260500","USA","NY",43.98,-75.92,"NA1983"
"49",101569,1974-01-22,1995-09-26,948.104,798.403,935.840305084746,21.6904109589041,-149.701,-6.90171340154099,-15.7895125429278,"ST. LAWRENCE R AT CORNWALL ONT NR MASSENA NY","4264331","USA","NY",45,-74.79,"NA1983"
"50",101575,1963-10-31,1992-08-02,324.351,336.826,325.539095238095,28.7753424657534,12.475,0.433530895934496,3.84614198815481,"SWIFTCURRENT CREEK AT MANY GLACIER MT.","5014500","USA","MT",48.79,-113.65,"NA1983"
"51",101587,1973-05-01,1996-09-05,2245.509,2170.659,1802.96669483568,23.3643835616438,-74.8499999999999,-3.20359404315197,-3.33331997333344,"SHEYENNE RIVER NEAR KINDRED, ND","5059000","USA","NORTH DAKOTA",46.63,-97,"NA1983"
"52",101593,1973-04-30,1995-06-15,1571.856,1971.058,1544.11445454545,22.1397260273973,399.202,18.0310271006064,25.3968556916155,"RED RIVER OF THE NORTH AT HALSTAD, MN","5064500","USA","NORTH DAKOTA",47.35,-96.84,"NA1983"
"53",101594,1965-04-07,1995-09-07,898.204,2495.01,2409.38573484848,30.4383561643836,1596.806,52.4603231323132,177.77765407413,"BEAVER CR NR FINLEY ND","5064900","USA","ND",47.59,-97.7,"NA1983"
"54",101599,1973-01-26,1997-04-22,1172.655,843.738,1310.88802777778,24.2520547945205,-328.917,-13.5624384319928,-28.048914642414,"RED LAKE RIVER AT CROOKSTON, MN","5079000","USA","MINNESOTA",47.77,-96.6,"NA1983"
"55",101604,1973-03-15,1994-04-05,1197.605,1497.006,1403.442953125,21.0712328767123,299.401,14.2089929788064,24.9999791250037,"RED RIVER OF THE NORTH AT OSLO, MN","5083500","USA","MN",48.19,-97.14,"NA1983"
"56",101621,1977-07-30,2000-03-07,2045.908,1553.668,1586.62202083333,22.6191780821918,-492.24,-21.7620639534884,-24.0597328912151,"RED RIVER OF THE NORTH AT EMERSON, MAN","5102500","USA","MINNESOTA",49,-97.21,"NA1983"
"57",101622,1973-01-03,1995-06-13,2295.409,1197.605,1433.63263333333,22.4547945205479,-1097.804,-48.889514397267,-47.8260736975415,"ROSEAU RIVER BELOW STATE DITCH 51 NR CARIBOU, MN","5112000","USA","MINNESOTA",48.98,-96.46,"NA1983"
"58",101623,1973-01-12,1994-04-06,3992.016,1197.605,1796.73324836601,21.2438356164384,-2794.411,-131.539852334279,-69.99999499,"SOURIS RIVER NR WESTHOPE, ND","5124000","USA","ND",48.99,-100.95,"NA1983"
"59",101624,1966-07-21,1995-05-09,59.88,69.86,84.1658848920863,28.8191780821918,9.98,0.346297176537694,16.6666666666667,"KAWISHIWI RIVER NEAR ELY, MN","5124480","USA","MN",47.92,-91.53,"NA1983"
"60",101647,1975-01-22,1998-08-05,948.104,1072.779,949.54125748503,23.5506849315069,124.675,5.29390123313169,13.1499286998051,"MISSISSIPPI RIVER NEAR ROYALTON, MN","5267000","USA","MINNESOTA",45.86,-94.35,"NA1983"
"61",101708,1973-01-10,1998-09-03,2744.511,1883.882,2420.81258247423,25.6630136986301,-860.629,-33.5357729262304,-31.3581909491345,"MINNESOTA RIVER NEAR JORDAN, MN","5330000","USA","MINNESOTA",44.69,-93.64,"NA1983"
"62",101731,1974-10-02,1999-10-04,573.852,507.036,519.026486666667,25.0219178082192,-66.816,-2.67029891601883,-11.6434202546998,"ST. CROIX RIVER AT ST. CROIX FALLS, WI","5340500","USA","WISCONSIN",45.4,-92.64,"NA1983"
"63",101750,1967-08-21,1993-09-03,1621.756,2070.858,1717.32211926606,26.0547945205479,449.102,17.2368275499474,27.6923285623731,"NORTH FORK WHITEWATER RIVER NEAR ELBA, MN","5376000","USA","MN",44.09,-92.06,"NA1983"
"64",101791,1974-02-21,1995-08-30,18962.074,1247.505,1867.4455,21.5342465753425,-17714.569,-822.623115139949,-93.4210519376731,"Cedar River at Cedar Falls, IA","5463050","USA","IA",42.53,-92.44,"NA1983"
"65",101804,1977-11-09,1999-11-08,1946.108,1808.259,1484.78351677852,22.0109589041096,-137.849,-6.26274396315658,-7.08331706154026,"SKUNK RIVER AT AUGUSTA, IA","5474000","USA","IOWA",40.75,-91.27,"NA1983"
"66",101807,1973-01-09,1993-08-31,1447.106,1671.657,1710.22105780347,20.6547945205479,224.551,10.8716162621037,15.5172461450647,"DES MOINES RIVER AT ST. FRANCISVILLE, MO.","5490600","USA","MO",40.46,-91.56,"NA1983"
"67",101809,1973-01-10,1994-09-14,948.104,1472.056,1235.02980952381,21.6904109589041,523.952,24.1559277504105,55.2631356897556,"CUIVRE RIVER NEAR TROY, MO","5514500","USA","MO",39.01,-90.98,"NA1983"
"68",101844,1974-11-13,1997-01-28,1571.856,1497.006,1674.09276094276,22.2246575342466,-74.8499999999999,-3.36788091715976,-4.76188658503068,"ILLINOIS RIVER AT MARSEILLES, IL","5543500","USA","ILLINOIS",41.32,-88.71,"NA1983"
"69",101887,1976-10-08,1998-09-22,1546.906,1826.223,1652.69184042553,21.9698630136986,279.317,12.7136432223469,18.0564947062071,"SANGAMON RIVER NEAR OAKFORD, IL","5583000","USA","ILLINOIS",40.12,-89.98,"NA1983"
"70",101907,1974-10-22,1995-08-22,2994.012,2020.958,3193.26619444444,20.8465753424658,-973.054,-46.6769233802076,-32.50000334,"MUSSELSHELL RIVER AT MOSBY, MT.","6130500","USA","MT",46.99,-107.89,"NA1983"
"71",101909,1964-04-21,1995-08-08,773.453,648.703,711.358202247191,31.3178082191781,-124.75,-3.98335666170939,-16.1289696982234,"ROCK CREEK BELOW HORSE CREEK, NEAR INT BOUNDARY","6169500","USA","MT",48.96,-106.83,"NA1983"
"72",101910,1973-04-27,1994-08-15,1721.557,1546.906,1762.41079532164,21.3150684931507,-174.651,-8.19378084832905,-10.1449443730298,"MILK RIVER AT NASHUA MT","6174500","USA","MT",48.12,-106.36,"NA1983"
"73",101912,1973-01-23,1994-09-12,1372.255,1447.106,1372.25534246575,21.6493150684932,74.8509999999999,3.45743039736775,5.45459845291144,"MISSOURI RIVER NEAR CULBERTSON, MT.","6185500","USA","MT",48.12,-104.47,"NA1983"
"74",101915,1973-01-01,1994-08-17,598.802,499.002,497.221666666667,21.6383561643836,-99.8,-4.61218029880983,-16.6666109999633,"YELLOWSTONE RIVER NEAR LIVINGSTON, MT","6192500","USA","MONTANA",45.59,-110.56,"NA1983"
"75",101918,1973-01-10,2001-09-25,1247.505,1053.962,871.882489473684,28.7260273972603,-193.543,-6.73754840247974,-15.5144067558848,"YELLOWSTONE RIVER AT BILLINGS MT","6214500","USA","MONTANA",45.79,-108.47,"NA1983"
"76",101920,1973-01-08,1995-08-08,1497.006,848.303,1125.2204127907,22.5945205479452,-648.703,-28.7106335637201,-43.3333600533331,"WIND R AT RIVERTON, WY","6228000","USA","WY",43.01,-108.37,"NA1983"
"77",101932,1973-01-08,1994-09-21,1896.207,1447.106,1508.07750625,21.7150684931507,-449.101,-20.6815373454454,-23.6841758310142,"TONGUE RIVER AT MILES CITY, MT","6308500","USA","MONTANA",46.34,-105.8,"NA1983"
"78",101935,1974-10-23,2001-09-27,2994.012,2701.098,3114.06093939394,26.9479452054795,-292.914,-10.8696228141521,-9.78332752173339,"POWDER RIVER NEAR LOCATE, MT.","6326500","USA","MONTANA",46.44,-105.31,"NA1983"
"79",101939,1966-08-15,1995-01-25,548.902,1122.754,880.888399141631,28.4657534246575,573.852,20.1593820981713,104.545437983465,"BEAR DEN CREEK NR MANDAREE, ND","6332515","USA","ND",47.78,-102.76,"NA1983"
"80",101942,1973-04-18,1994-08-16,1771.457,1347.305,1670.65052419355,21.3424657534247,-424.152,-19.8736174582798,-23.9436802586797,"KNIFE RIVER AT HAZEN, ND","6340500","USA","ND",47.28,-101.62,"NA1983"
"81",101947,1964-12-31,1995-08-31,1521.956,1422.156,1351.89860251046,30.6849315068493,-99.8,-3.25241071428571,-6.55735119806354,"CASTLE CR ABOVE DEERFIELD RES NEAR HILL CITY SD","6409000","USA","SD",44.01,-103.83,"NA1983"
"82",101949,1973-01-30,1994-08-31,7485.03,4740.519,5439.12159893048,21.5972602739726,-2744.511,-127.076812761639,-36.6666666666667,"BELLE FOURCHE RIVER NEAR ELM SPRINGS","6438000","USA","SD",44.36,-102.56,"NA1983"
"83",101950,1973-01-29,1995-08-28,5239.521,4990.02,4826.37280512821,22.5917808219178,-249.500999999999,-11.0438837011884,-4.76190476190475,"CHEYENNE RIVER AT CHERRY CREEK,SD","6439300","USA","SD",44.59,-101.49,"NA1983"
"84",101955,1973-03-26,1993-09-07,2045.908,1297.405,1629.29372027972,20.4657534246575,-748.503,-36.5734397590361,-36.5853694301015,"JAMES R AT COLUMBIA SD","6471000","USA","SD",45.6,-98.31,"NA1983"
"85",101956,1973-01-31,1995-08-31,2994.012,1746.507,3580.33924719101,22.5945205479452,-1247.505,-55.2127228082939,-41.6666666666667,"JAMES R NEAR SCOTLAND SD","6478500","USA","SD",43.18,-97.63,"NA1983"
"86",101958,1973-04-25,1994-09-08,2495.01,2120.758,2363.58264788732,21.386301369863,-374.252,-17.4996131181143,-15.0000200399999,"BIG SIOUX R AT AKRON IA","6485500","USA","IA",42.83,-96.56,"NA1983"
"87",101961,1964-10-14,1995-09-01,224.551,182.136,187.847441176471,30.9013698630137,-42.415,-1.37259287170848,-18.8888047704085,"ENCAMPMENT RIV AB HOG PARK CR NR ENCAMPMENT WYO","6623800","USA","WY",41.02,-106.82,"NA1983"
"88",101962,1973-01-26,1994-08-22,1447.106,998.004,1121.37524120603,21.5835616438356,-449.102,-20.807594567149,-31.0344922901294,"N PLATTE RIV AB SEMINOE RESERVOIR, NR SINCLAIR,","6630000","USA","WY",41.87,-107.05,"NA1983"
"89",101963,1973-01-12,1994-12-14,1222.555,1147.704,1245.72273626374,21.9342465753425,-74.8510000000001,-3.41251748688484,-6.12250573593827,"NORTH PLATTE RIVER AT ALCOVA, WY","6642000","USA","WY",42.57,-106.69,"NA1983"
"90",101964,1973-01-19,1994-07-28,1921.158,1946.108,1956.90538655462,21.5342465753425,24.95,1.15861959287532,1.29869589070759,"NORTH PLATTE RIVER AT LISCO, NEBR.","6686000","USA","NE",41.5,-102.63,"NA1983"
"91",102036,1974-07-25,1994-10-18,1097.804,1047.904,968.527046413502,20.2465753424658,-49.9000000000001,-2.46461434370772,-4.54543798346518,"CEDAR RIVER NEAR FULLERTON, NEBR.","6792000","USA","NEBRASKA",41.39,-98,"NA1983"
"92",102057,1973-01-16,1993-09-01,2220.559,2295.409,2129.6601871345,20.6383561643836,74.8499999999999,3.62674233373158,3.37077285494328,"REPUBLICAN R AT CLAY CENTER, KS","6856600","USA","KS",39.35,-97.12,"NA1983"
"93",102058,1973-01-15,1994-08-24,3243.513,3992.016,3533.20204697987,21.6191780821918,748.503,34.6221765302243,23.0769230769231,"SF SOLOMON R AT OSBORNE, KS","6874000","USA","KS",39.42,-98.69,"NA1983"
"94",102059,1973-01-31,1995-07-18,3742.515,2994.012,2976.62967298578,22.4739726027397,-748.503,-33.3053267097403,-20,"SMOKY HILL R AT ENTERPRISE, KS","6877600","USA","KS",38.9,-97.12,"NA1983"
"95",102085,1973-01-24,1994-02-28,898.204,1172.655,1339.26120218579,21.1095890410959,274.451,13.0012478909799,30.555530814826,"MISSOURI RIVER AT HERMANN, MO","6934500","USA","MO",38.7,-91.43,"NA1983"
"96",102100,1973-07-13,1994-08-29,1197.605,1047.904,1011.43856643357,21.1424657534247,-149.701,-7.08058377607879,-12.5000313124945,"MISSISSIPPI RIVER AT MEMPHIS, TENN.","7032000","USA","TN",35.12,-90.07,"NA1983"
"97",102110,1973-02-27,1994-07-27,1147.704,898.204,954.888385964912,21.4246575342466,-249.5,-11.6454603580563,-21.7390546691481,"ST. FRANCIS RIVER AT PARKIN, ARK.","7047800","USA","AR",35.27,-90.55,"NA1983"
"98",102111,1973-02-26,1994-07-27,648.703,923.154,777.475938202247,21.427397260274,274.451,12.8084151643012,42.3076508047597,"ST. FRANCIS BAY AT RIVERFRONT, ARK.","7047900","USA","AR",35.25,-90.68,"NA1983"
"99",102170,1973-03-07,1995-08-22,9231.537,6986.028,8065.95729104478,22.4739726027397,-2245.509,-99.915980129221,-24.3243243243243,"ARKANSAS R NR COOLIDGE, KS","7137500","USA","KS",38.02,-102.01,"NA1983"
"100",102180,1973-01-16,1994-08-03,1521.956,1322.355,1344.97181294964,21.558904109589,-199.601,-9.25840195704663,-13.1147681010489,"NEOSHO R NR PARSONS, KS","7183500","USA","KS",37.31,-95.11,"NA1983"
"101",102192,1975-07-23,1995-08-09,1497.006,2045.908,2146.63260740741,20.0602739726027,548.902,27.3626372575799,36.6666533066668,"CANADIAN RIVER NEAR SANCHEZ, NM","7221500","USA","NM",35.65,-104.37,"NA1983"
"102",102193,1973-01-08,1994-07-13,3493.014,1222.555,2465.25298165138,21.5232876712329,-2270.459,-105.48848459776,-64.9999971371429,"CANADIAN RIVER ABOVE NM-TX STATE LINE, NM","7227140","USA","NM",35.39,-103.04,"NA1983"
