"","STAT_ID","start_time","end_time","Na_start","Na_end","Na_avg","duration","Na_dif","Na_slope","Na_rc","STATION_NAME","STATION_ID_ORIG","Country","State","Latitude","Longitude","CoordinateSystem"
"1",100009,1978-10-16,2000-09-12,82.645,381.804,226.9166,21.9232876712329,299.159,13.6457179455136,361.980761086575,"KENNEBEC RIVER AT NORTH SIDNEY, MAINE","1049265","USA","MAINE",44.47,-69.68,"NA1983"
"2",100029,1973-01-17,1995-01-17,400.177,608.966,492.856286666667,22.013698630137,208.789,9.48450342252645,52.1741629329022,"MERRIMACK RIVER ABOVE LOWELL, MA","1096550","USA","MA",42.63,-71.37,"NA1983"
"3",100047,1973-05-09,1995-08-29,913.449,2479.361,1277.50426086957,22.3205479452055,1565.912,70.1556253835768,171.428508871322,"BLACKSTONE RIVER AT MILLVILLE, MA","1111230","USA","MA",42.02,-71.56,"NA1983"
"4",100056,1973-01-08,2001-09-26,347.98,642.707,445.983722627737,28.7342465753425,294.727,10.2569941838291,84.6965342835795,"QUINEBAUG RIVER AT JEWETT CITY, CT.","1127000","USA","CONNECTICUT",41.59,-71.98,"NA1983"
"5",100134,1973-01-09,1995-09-12,265.335,608.966,397.846447513812,22.6876712328767,343.631,15.1461556575293,129.508357359564,"HOUSATONIC R AT STEVENSON, CT","1205500","USA","CT",41.38,-73.16,"NA1983"
"6",100145,1973-02-21,1997-06-18,260.985,445.763,377.633461538462,24.3369863013699,184.778,7.59247664077451,70.8002375615457,"PECONIC RIVER AT RIVERHEAD NY","1304500","USA","NEW YORK",40.91,-72.68,"NA1983"
"7",100206,1963-08-20,1992-08-04,69.596,173.99,101.000543103448,28.9780821917808,104.394,3.60251583624846,150,"ESOPUS CREEK AT SHANDAKEN NY","1362198","USA","NY",42.11,-74.38,"NA1983"
"8",100358,1963-06-19,1995-09-14,86.995,82.645,80.8946473029046,32.2602739726027,-4.35000000000001,-0.13484076433121,-5.00028737283753,"MCDONALDS BRANCH IN LEBANON STATE FOREST NJ","1466500","USA","NJ",39.88,-74.5,"NA1983"
"9",100443,1967-10-27,1995-08-08,47.847,56.547,43.2914502369668,27.8,8.7,0.31294964028777,18.1829581791962,"YOUNG WOMANS CREEK NEAR RENOVO, PA.","1545600","USA","PA",41.38,-77.69,"NA1983"
"10",100603,1973-01-01,1994-04-28,143.542,160.941,160.717826923077,21.3342465753425,17.399,0.815543213047387,12.1211910102966,"RAPPAHANNOCK RIVER NEAR FREDERICKSBURG, VA","1668000","USA","VA",38.32,-77.51,"NA1983"
"11",100604,1973-01-01,1994-04-26,165.291,230.537,275.78258411215,21.3287671232877,65.246,3.059061014772,39.473413555487,"PAMUNKEY RIVER NEAR HANOVER, VA","1673000","USA","VA",37.76,-77.33,"NA1983"
"12",100607,1967-10-24,1995-07-20,100.044,104.394,116.78080794702,27.7561643835616,4.35000000000001,0.156721942552562,4.34808684178962,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA","2038850","USA","VA",37.41,-78.63,"NA1983"
"13",100615,1973-01-01,1993-08-18,208.788,243.586,234.237933701657,20.641095890411,34.798,1.68586010087603,16.6666666666667,"MEHERRIN RIVER AT EMPORIA, VA","2052000","USA","VA",36.69,-77.54,"NA1983"
"14",100633,1973-01-30,1997-02-19,243.586,191.389,413.456851851852,24.0712328767123,-52.197,-2.16843899385386,-21.4285714285714,"TAR RIVER AT TARBORO, NC","2083500","USA","NORTH CAROLINA",35.89,-77.53,"NA1983"
"15",100663,1973-01-29,1995-08-29,317.532,826.453,438.586130718954,22.5945205479452,508.921,22.52408936583,160.273925147702,"CAPE FEAR R AT LOCK # 1 NR KELLY, NC","2105769","USA","NC",34.4,-78.29,"NA1983"
"16",100665,1973-02-21,1995-08-28,869.951,104.394,1310.99339473684,22.5287671232877,-765.557,-33.9813091329199,-88.0000137938804,"ROCKY RIVER NEAR NORWOOD, N. C.","2126000","USA","NC",35.14,-80.17,"NA1983"
"17",100669,1970-08-04,1995-09-27,152.241,121.793,129.158952830189,25.1643835616438,-30.448,-1.20996407185629,-19.9998686293443,"SCAPE ORE SWAMP NEAR BISHOPVILLE, S. C.","2135300","USA","SC",34.15,-80.3,"NA1983"
"18",100694,1967-11-02,1993-09-28,52.197,65.246,63.5689869281046,25.9232876712329,13.049,0.503369794969351,24.9995210452708,"UPPER THREE RUNS NEAR NEW ELLENTON, SC","2197300","USA","SC",33.37,-81.62,"NA1983"
"19",100753,1973-01-23,2006-03-22,178.34,190.867,179.631050359712,33.1808219178082,12.527,0.377537362728098,7.02422339351799,"ST. MARYS RIVER NEAR MACCLENNY, FL","2231000","USA","FLORIDA",30.35,-82.08,"NA1983"
"20",100760,1973-09-19,1995-09-06,4784.731,3044.829,5231.98785882353,21.9780821917808,-1739.902,-79.1653241087011,-36.3636325636697,"ST. JOHNS RIVER NR DELAND, FLA.","2236000","USA","FL",29,-81.38,"NA1983"
"21",100775,1973-06-09,1993-09-08,434.976,413.227,625.010613207547,20.2630136986301,-21.749,-1.07333491076258,-5.0000459795483,"TAMIAMI CANAL OUTLETS, 40-MILE BEND TO MONROE, F","2288900","USA","FL",25.85,-80.98,"NA1983"
"22",100784,1974-05-09,1994-07-12,2827.341,1478.917,1820.40505223881,20.1890410958904,-1348.424,-66.7898982222825,-47.692301706798,"CALOOSAHATCHEE CANAL AT ORTONA LOCK NR LA BELLE","2292480","USA","FL",26.78,-81.3,"NA1983"
"23",100829,1964-04-28,1996-06-11,60.897,100.044,91.0653855421687,32.1424657534247,39.147,1.217921496761,64.2839548746244,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.","2327100","USA","FLORIDA",30.12,-84.49,"NA1983"
"24",101016,1973-01-25,2001-09-24,147.892,239.498,197.351148148148,28.6821917808219,91.606,3.19382844588786,61.9411462418522,"CAHABA RIVER AT CENTREVILLE AL","2424000","USA","ALABAMA",32.94,-87.13,"NA1983"
