"","STAT_ID","start_time","end_time","K_start","K_end","K_avg","duration","K_dif","K_slope","K_rc","STATION_NAME","STATION_ID_ORIG","Country","State","Latitude","Longitude","CoordinateSystem"
"1",100009,1978-10-16,2000-09-12,12.788,27.879,19.0119703703704,21.9232876712329,15.091,0.688354786303424,118.009071004066,"KENNEBEC RIVER AT NORTH SIDNEY, MAINE","1049265","USA","MAINE",44.47,-69.68,"NA1983"
"2",100029,1973-01-17,1995-01-17,28.134,25.577,28.5120067114094,22.013698630137,-2.557,-0.116154947106409,-9.08864718845524,"MERRIMACK RIVER ABOVE LOWELL, MA","1096550","USA","MA",42.63,-71.37,"NA1983"
"3",100047,1973-05-09,1995-08-29,61.384,230.191,81.5120217391304,22.3205479452055,168.807,7.56285197005033,275.001629089013,"BLACKSTONE RIVER AT MILLVILLE, MA","1111230","USA","MA",42.02,-71.56,"NA1983"
"4",100052,1974-07-08,2001-09-26,NA,79.288,40.4416016949153,27.2383561643836,NA,NA,NA,"SHETUCKET R AT SOUTH WINDHAM, CT","1122610","USA","CONNECTICUT",41.68,-72.16,"NA1983"
"5",100056,1973-01-08,2001-09-26,25.577,89.519,48.8083676470588,28.7342465753425,63.942,2.22528890160183,249.998045118661,"QUINEBAUG RIVER AT JEWETT CITY, CT.","1127000","USA","CONNECTICUT",41.59,-71.98,"NA1983"
"6",100134,1973-01-09,1995-09-12,25.577,56.269,44.8949776536313,22.6876712328767,30.692,1.35280521676126,119.998436094929,"HOUSATONIC R AT STEVENSON, CT","1205500","USA","CT",41.38,-73.16,"NA1983"
"7",100145,1973-02-21,1997-06-18,28.134,25.577,39.0089440559441,24.3369863013699,-2.557,-0.105066419002589,-9.08864718845524,"PECONIC RIVER AT RIVERHEAD NY","1304500","USA","NEW YORK",40.91,-72.68,"NA1983"
"8",100206,1963-08-20,1992-08-04,2.558,10.231,8.96402597402597,28.9780821917808,7.673,0.264786328826699,299.960906958561,"ESOPUS CREEK AT SHANDAKEN NY","1362198","USA","NY",42.11,-74.38,"NA1983"
"9",100358,1963-06-19,1995-09-14,0,10.231,8.32944583333333,32.2602739726027,10.231,0.317139278131635,Inf,"MCDONALDS BRANCH IN LEBANON STATE FOREST NJ","1466500","USA","NJ",39.88,-74.5,"NA1983"
"10",100442,1973-03-28,1995-09-05,NA,76.73,44.6022456140351,22.4547945205479,NA,NA,NA,"SUSQUEHANNA RIVER AT DANVILLE, PA","1540500","USA","PENNSYLVANIA",40.95,-76.61,"NA1983"
"11",100443,1967-10-27,1995-08-08,23.019,20.461,21.1401611374408,27.8,-2.558,-0.0920143884892086,-11.1125591902342,"YOUNG WOMANS CREEK NEAR RENOVO, PA.","1545600","USA","PA",41.38,-77.69,"NA1983"
"12",100444,1973-03-29,1995-09-05,NA,53.711,37.3105701754386,22.4520547945205,NA,NA,NA,"WEST BRANCH SUSQUEHANNA RIVER AT LEWISBURG, PA","1553500","USA","PENNSYLVANIA",40.96,-76.87,"NA1983"
"13",100457,1973-03-21,1995-06-12,NA,56.269,42.7748448275862,22.241095890411,NA,NA,NA,"JUNIATA RIVER AT NEWPORT, PA","1567000","USA","PENNSYLVANIA",40.47,-77.12,"NA1983"
"14",100461,1973-03-26,1995-08-30,NA,66.5,43.3525347826087,22.4438356164384,NA,NA,NA,"SUSQUEHANNA RIVER AT HARRISBURG, PA","1570500","USA","PENNSYLVANIA",40.25,-76.88,"NA1983"
"15",100554,1974-09-25,1997-03-18,NA,43.48,60.6206911764706,22.4931506849315,NA,NA,NA,"SHENANDOAH RIVER AT MILLVILLE, WV","1636500","USA","WEST VIRGINIA",39.28,-77.78,"NA1983"
"16",100603,1973-01-01,1994-04-28,40.923,35.807,46.6119487179487,21.3342465753425,-5.116,-0.239802234493386,-12.5015272585099,"RAPPAHANNOCK RIVER NEAR FREDERICKSBURG, VA","1668000","USA","VA",38.32,-77.51,"NA1983"
"17",100604,1973-01-01,1994-04-26,35.807,43.48,56.3286448598131,21.3287671232877,7.67299999999999,0.359748876043673,21.4287709107158,"PAMUNKEY RIVER NEAR HANOVER, VA","1673000","USA","VA",37.76,-77.33,"NA1983"
"18",100607,1967-10-24,1995-07-20,12.788,12.788,19.8684900662252,27.7561643835616,0,0,0,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA","2038850","USA","VA",37.41,-78.63,"NA1983"
"19",100615,1973-01-01,1993-08-18,30.692,58.827,49.4012872928177,20.641095890411,28.135,1.36305747279002,91.6688387853512,"MEHERRIN RIVER AT EMPORIA, VA","2052000","USA","VA",36.69,-77.54,"NA1983"
"20",100633,1973-01-30,1997-02-19,48.596,58.827,67.7581851851852,24.0712328767123,10.231,0.42503016162076,21.0531731006667,"TAR RIVER AT TARBORO, NC","2083500","USA","NORTH CAROLINA",35.89,-77.53,"NA1983"
"21",100663,1973-01-29,1995-08-29,33.25,97.192,58.5925294117647,22.5945205479452,63.942,2.82997817388141,192.306766917293,"CAPE FEAR R AT LOCK # 1 NR KELLY, NC","2105769","USA","NC",34.4,-78.29,"NA1983"
"22",100665,1973-02-21,1995-08-28,48.596,81.846,110.653184210526,22.5287671232877,33.25,1.47589079411407,68.4212692402667,"ROCKY RIVER NEAR NORWOOD, N. C.","2126000","USA","NC",35.14,-80.17,"NA1983"
"23",100669,1970-08-04,1995-09-27,15.346,20.461,14.5316509433962,25.1643835616438,5.115,0.203263473053892,33.3311612146488,"SCAPE ORE SWAMP NEAR BISHOPVILLE, S. C.","2135300","USA","SC",34.15,-80.3,"NA1983"
"24",100694,1967-11-02,1993-09-28,12.788,7.673,7.52247712418301,25.9232876712329,-5.115,-0.197312935954344,-39.9984360337817,"UPPER THREE RUNS NEAR NEW ELLENTON, SC","2197300","USA","SC",33.37,-81.62,"NA1983"
"25",100753,1973-01-23,2006-03-22,10.231,10.563,13.1404202898551,33.1808219178082,0.332000000000001,0.0100057798695401,3.24503958557327,"ST. MARYS RIVER NEAR MACCLENNY, FL","2231000","USA","FLORIDA",30.35,-82.08,"NA1983"
"26",100760,1973-09-19,1995-09-06,99.749,102.307,128.386166666667,21.9780821917808,2.55800000000001,0.116388681126901,2.56443673620789,"ST. JOHNS RIVER NR DELAND, FLA.","2236000","USA","FL",29,-81.38,"NA1983"
"27",100775,1973-06-09,1993-09-08,35.807,17.904,30.9213113207547,20.2630136986301,-17.903,-0.883530962682531,-49.9986036249895,"TAMIAMI CANAL OUTLETS, 40-MILE BEND TO MONROE, F","2288900","USA","FL",25.85,-80.98,"NA1983"
"28",100784,1974-05-09,1994-07-12,132.999,171.364,130.403268656716,20.1890410958904,38.365,1.90028837019948,28.8460815494853,"CALOOSAHATCHEE CANAL AT ORTONA LOCK NR LA BELLE","2292480","USA","FL",26.78,-81.3,"NA1983"
"29",100829,1964-04-28,1996-06-11,15.346,10.231,4.53319105691057,32.1424657534247,-5.115,-0.159135271053529,-33.3311612146488,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.","2327100","USA","FLORIDA",30.12,-84.49,"NA1983"
"30",101016,1973-01-25,2001-09-24,40.923,50.898,46.2323240740741,28.6821917808219,9.975,0.347776769509982,24.3750458177553,"CAHABA RIVER AT CENTREVILLE AL","2424000","USA","ALABAMA",32.94,-87.13,"NA1983"
"31",101030,1966-12-16,1995-05-05,25.577,7.673,12.8736333333333,28.4027397260274,-17.904,-0.630361724703386,-70.0003909762678,"CYPRESS CREEK NR JANICE, MS","2479155","USA","MS",31.02,-89.01,"NA1983"
