"","STAT_ID","start_time","end_time","Mg_start","Mg_end","Mg_avg","duration","Mg_dif","Mg_slope","Mg_rc","STATION_NAME","STATION_ID_ORIG","Country","State","Latitude","Longitude","CoordinateSystem"
"1",100001,1978-05-11,1994-08-03,37.029,74.059,85.190247706422,16.241095890411,37.03,2.2800185560054,100.002700586027,"ST. JOHN RIVER AT VAN BUREN, ME","1015000","USA","ME",47.15,-67.93,"NA1983"
"2",100003,1985-11-05,1986-08-05,127.546,78.173,95.65925,0.747945205479452,-49.373,-66.0115201465202,-38.7099556238534,"AROOSTOOK RIVER AT FORT FAIRFIELD, ME","1017500","USA","ME",46.77,-67.83,"NA1983"
"3",100005,1978-01-31,1986-08-07,16.458,25.921,24.9725217391304,8.52054794520548,9.463,1.11060932475884,57.4978733746506,"NARRAGUAGUS RIVER AT CHERRYFIELD, ME","1022500","USA","ME",44.6,-67.93,"NA1983"
"4",100006,1973-01-24,1978-10-17,57.601,61.716,47.8567368421053,5.73150684931507,4.115,0.717961281070746,7.14397319490981,"PENOBSCOT RIVER AT WEST ENFIELD, ME","1034500","USA","ME",45.23,-68.64,"NA1983"
"5",100007,1978-12-01,1994-08-02,74.059,45.258,44.8850930232558,15.6794520547945,-28.801,-1.83686265944435,-38.8892639652169,"PENOBSCOT RIVER AT EDDINGTON, ME","1036390","USA","ME",44.82,-68.69,"NA1983"
"6",100008,1973-02-21,1978-09-12,41.144,32.915,37.4275161290323,5.55890410958904,-8.229,-1.48032774765895,-20.0004860976084,"KENNEBEC RIVER AT BINGHAM, ME","1046500","USA","ME",45.05,-69.88,"NA1983"
"7",100009,1978-10-16,2000-09-12,45.258,44.365,46.3170962962963,21.9232876712329,-0.893000000000001,-0.0407329417645589,-1.97313182199832,"KENNEBEC RIVER AT NORTH SIDNEY, MAINE","1049265","USA","MAINE",44.47,-69.68,"NA1983"
"8",100022,1979-04-09,1982-09-15,24.686,36.207,29.5918846153846,3.43835616438356,11.521,3.35072908366534,46.670177428502,"MERRIMACK RIVER AT CONCORD, NH","1088400","USA","NH",43.2,-71.53,"NA1983"
"9",100029,1973-01-17,1995-01-17,37.029,35.384,39.8052133333333,22.013698630137,-1.645,-0.0747261978842565,-4.4424640146912,"MERRIMACK RIVER ABOVE LOWELL, MA","1096550","USA","MA",42.63,-71.37,"NA1983"
"10",100044,1998-10-20,2001-09-10,77.062,110.739,83.1669117647059,2.89315068493151,33.677,11.6402509469697,43.7011756767278,"WADING RIVER NEAR NORTON, MA","1109000","USA","MASSACHUSETTS",41.94,-71.17,"NA1983"
