"","STAT_ID","start_time","end_time","Alk_start","Alk_end","Alkalinity_avg","duration","Alk_dif","Alk_slope","Alkalinity_rc","STATION_NAME","STATION_ID_ORIG","Country","State","Latitude","Longitude","CoordinateSystem"
"1",100001,1978-05-11,1994-08-03,327.777,679.394,667.636576923077,16.241095890411,351.617,21.6498321524966,107.273237597513,"ST. JOHN RIVER AT VAN BUREN, ME","1015000","USA","ME",47.15,-67.93,"NA1983"
"2",100006,1973-01-24,1978-10-17,239.786,419.626,247.983871794872,5.73150684931507,179.84,31.3774378585086,75.000208519263,"PENOBSCOT RIVER AT WEST ENFIELD, ME","1034500","USA","ME",45.23,-68.64,"NA1983"
"3",100008,1973-02-21,1978-09-12,179.84,179.84,187.574580645161,5.55890410958904,0,0,0,"KENNEBEC RIVER AT BINGHAM, ME","1046500","USA","ME",45.05,-69.88,"NA1983"
"4",100010,1964-09-29,1995-06-21,147.5,99.911,98.5280307692308,30.7452054794521,-47.589,-1.54785109606131,-32.2637288135593,"WILD RIVER AT GILEAD, ME","1054200","USA","ME",44.39,-70.97,"NA1983"
"5",100016,2000-04-11,2000-08-23,79.929,159.857,119.893,0.367123287671233,79.928,217.714328358209,99.9987488896395,"LITTLE RIVER NEAR LEBANON, ME","1072540","USA","MAINE",43.4,-70.85,"NA1983"
"6",100017,2000-04-11,2000-08-23,99.911,139.875,119.893,0.367123287671233,39.964,108.857164179104,39.9995996436829,"GREAT WORKS RIVER NR NORTH BERWICK ME","1072650","USA","MAINE",43.31,-70.73,"NA1983"
"7",100018,2000-04-13,2000-08-29,59.947,139.875,99.911,0.378082191780822,79.928,211.403768115942,133.331109146413,"ISINGLASS R, BATCHELDER RD, NR CTR STRAFFORD, NH","1072845","USA","NEW HAMPSHIRE",43.25,-71.1,"NA1983"
"8",100019,2000-04-12,2000-08-25,99.911,419.626,259.7685,0.36986301369863,319.715,864.41462962963,319.999799821841,"BELLAMY RIVER AT BELLAMY RD, NR DOVER, NH","1072904","USA","NEW HAMPSHIRE",43.18,-70.88,"NA1983"
"9",100020,2000-04-13,2000-08-30,99.911,239.786,169.8485,0.380821917808219,139.875,367.297661870504,139.999599643683,"LAMPREY R BLW COTTON RD, NR DEERFIELD CENTER, NH","1073260","USA","NEW HAMPSHIRE",43.08,-71.23,"NA1983"
"10",100021,2000-04-12,2000-08-24,79.929,159.857,119.893,0.367123287671233,79.928,217.714328358209,99.9987488896395,"NORTH RIVER AT NH 152, NR NOTTINGHAM, NH","1073458","USA","NEW HAMPSHIRE",43.09,-71.05,"NA1983"
"11",100022,1979-04-09,1982-09-15,139.875,239.786,184.280037037037,3.43835616438356,99.911,29.057780876494,71.4287756925827,"MERRIMACK RIVER AT CONCORD, NH","1088400","USA","NH",43.2,-71.53,"NA1983"
"12",100023,2000-04-14,2000-08-29,79.929,119.893,99.911,0.375342465753425,39.964,106.473430656934,49.9993744448198,"LITTLE SUNCOOK RIVER AT BLACK HALL RD, @ EPSON, NH","1089743","USA","NEW HAMPSHIRE",43.22,-71.34,"NA1983"
"13",100025,2000-04-18,2000-08-28,179.84,359.679,269.7595,0.361643835616438,179.839,497.282083333333,99.9994439501779,"BABOOSIC BROOK @ BEDFORD ROAD, NEAR MERRIMACK, NH","1094005","USA","NEW HAMPSHIRE",42.89,-71.51,"NA1983"
"14",100026,2000-04-18,2000-08-31,419.626,759.323,589.4745,0.36986301369863,339.697,918.440037037037,80.952324212513,"PENNICHUCK BROOK AT US 3, NR NASHUA, NH","1094161","USA","NEW HAMPSHIRE",42.79,-71.47,"NA1983"
"15",100029,1973-01-17,1995-01-17,219.804,159.857,223.436957446809,22.013698630137,-59.947,-2.72316801493466,-27.2729340685338,"MERRIMACK RIVER ABOVE LOWELL, MA","1096550","USA","MA",42.63,-71.37,"NA1983"
"16",100031,2000-04-07,2000-08-15,259.768,459.59,359.679,0.356164383561644,199.822,561.038692307692,76.9232545964091,"ELIZABETH BROOK OFF WHITE POND ROAD NEAR STOW, MA","1096945","USA","MASSACHUSETTS",42.42,-71.48,"NA1983"
"17",100032,2000-04-04,2000-08-15,279.75,519.537,399.6435,0.364383561643836,239.787,658.062067669173,85.714745308311,"FORT POND BROOK AT RIVER ROAD NEAR SOUTH ACTON, MA","1097270","USA","MASSACHUSETTS",42.45,-71.44,"NA1983"
"18",100033,2000-04-05,2000-08-11,199.822,359.679,279.7505,0.350684931506849,159.857,455.8422265625,79.9996997327621,"SUDBURY RIVER AT CONCORD STREET AT ASHLAND, MA","1097476","USA","MASSACHUSETTS",42.26,-71.46,"NA1983"
"19",100034,1998-10-26,2004-09-01,219.804,279.75,274.049661764706,5.85479452054795,59.946,10.2387880205896,27.2724791177595,"MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA","1100000","USA","MASSACHUSETTS",42.64,-71.29,"NA1983"
"20",100037,1998-09-21,2004-09-01,1410.742,899.198,989.629644628099,5.95068493150685,-511.544,-85.9638858195212,-36.260634474624,"ABERJONA RIVER AT WINCHESTER, MA","1102500","USA","MASSACHUSETTS",42.44,-71.13,"NA1983"
"21",100039,1998-10-22,2007-09-13,419.626,797.289,617.662147540984,8.8986301369863,377.663,42.4405772783251,89.9999046770219,"CHARLES RIVER ABOVE WATERTOWN DAM AT WATERTOWN, MA","1104615","USA","MASSACHUSETTS",42.36,-71.18,"NA1983"
"22",100042,2000-04-06,2000-08-07,339.697,579.483,459.59,0.336986301369863,239.786,711.560081300813,70.5882006611775,"MONATIQUOT RIVER AT RIVER STREET AT BRAINTREE, MA","1105581","USA","MASSACHUSETTS",42.22,-70.99,"NA1983"
"23",100045,2000-04-05,2000-08-16,559.501,439.608,499.5545,0.364383561643836,-119.893,-329.029661654135,-21.4285586620935,"MIDDLE RIVER OFF SUTTON LANE AT WORCESTER, MA","1109595","USA","MASSACHUSETTS",42.23,-71.82,"NA1983"
"24",100046,2000-04-05,2000-08-17,459.59,519.537,489.5635,0.367123287671233,59.9470000000001,163.288470149254,13.0435823233752,"QUINSIGAMOND RIVER AT NORTH GRAFTON, MA","1110000","USA","MASSACHUSETTS",42.23,-71.71,"NA1983"
"25",100049,1999-01-20,2001-08-28,159.857,499.554,384.426230769231,2.60547945205479,339.697,130.377923238696,212.500547364207,"BLACKSTONE RIVER AT MANVILLE, RI","1112900","USA","RHODE ISLAND",41.97,-71.47,"NA1983"
"26",100051,1991-10-22,2001-09-12,199.822,299.733,189.580833333333,9.8986301369863,99.911,10.0934168281207,50,"WILLIMANTIC R AT MERROW, CT","1119375","USA","CONNECTICUT",41.83,-72.31,"NA1983"
"27",100052,1974-07-08,2001-09-26,339.697,439.608,288.78814379085,27.2383561643836,99.911,3.66802605109636,29.4117993388225,"SHETUCKET R AT SOUTH WINDHAM, CT","1122610","USA","CONNECTICUT",41.68,-72.16,"NA1983"
"28",100053,1991-10-22,2001-09-24,199.822,399.644,277.366666666667,9.93150684931507,199.822,20.1200082758621,100,"QUINEBAUG RIVER AT QUINEBAUG, CT.","1124000","USA","CONNECTICUT",42.02,-71.95,"NA1983"
"29",100054,1991-10-22,2001-09-24,379.661,939.162,643.51801754386,9.93150684931507,559.501,56.3359627586207,147.36857354324,"FRENCH R AT N GROSVENORDALE, CT.","1125100","USA","CONNECTICUT",41.97,-71.9,"NA1983"
"30",100056,1973-01-08,2001-09-26,139.875,499.554,303.044613259668,28.7342465753425,359.679,12.5174327803204,257.143163538874,"QUINEBAUG RIVER AT JEWETT CITY, CT.","1127000","USA","CONNECTICUT",41.59,-71.98,"NA1983"
"31",100060,1994-06-30,1995-08-29,311.722,511.544,411.633,1.16438356164384,199.822,171.611835294118,64.1026299074175,"CONNECTICUT RIVER NEAR DALTON, NH","1131500","USA","NEW HAMPSHIRE",44.41,-71.72,"NA1983"
"32",100062,1993-03-23,1995-09-12,2022.196,2481.786,2086.13908823529,2.47397260273973,459.59,185.770044296789,22.7272727272727,"SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT","1135300","USA","VERMONT",44.43,-72.03,"NA1983"
"33",100064,1993-03-23,1995-09-13,467.583,211.811,180.544794117647,2.47671232876712,-255.772,-103.270774336283,-54.7008766358058,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH","1137500","USA","NEW HAMPSHIRE",44.26,-71.63,"NA1983"
"34",100068,1993-03-22,1995-09-12,1674.506,1334.809,1138.22791891892,2.47671232876712,-339.697,-137.156421460177,-20.2864008847983,"WHITE RIVER AT WEST HARTFORD, VT","1144000","USA","VERMONT",43.71,-72.41,"NA1983"
"35",100071,1980-10-28,1994-07-12,459.59,799.287,607.15075,13.7123287671233,339.697,24.7731078921079,73.9130529384887,"CONNECTICUT RIVER AT NORTH WALPOLE, NH","1154500","USA","NH",43.12,-72.43,"NA1983"
"36",100084,1994-08-11,1994-10-06,1238.895,919.18,1079.0375,0.153424657534247,-319.715,-2083.85669642857,-25.8064646317888,"SOUTH RIVER NEAR CONWAY, MA","1169900","USA","MASSACHUSETTS",42.54,-72.69,"NA1983"
"37",100087,1993-03-25,2006-08-24,1130.991,717.36,666.284802197802,13.4246575342466,-413.631,-30.8112887755102,-36.5724395684846,"GREEN RIVER NEAR COLRAIN, MA","1170100","USA","MASSACHUSETTS",42.7,-72.67,"NA1983"
"38",100090,1994-08-11,1994-10-03,427.619,323.711,375.665,0.145205479452055,-103.908,-715.592830188679,-24.2992009241872,"FORT RIVER NEAR AMHERST, MA","1171300","USA","MASSACHUSETTS",42.35,-72.5,"NA1983"
"39",100098,1973-01-11,2006-08-14,399.644,657.414,498.243691318328,33.6109589041096,257.77,7.66922481252038,64.4999049153747,"CONNECTICUT RIVER AT THOMPSONVILLE, CT.","1184000","USA","CONNECTICUT",41.98,-72.6,"NA1983"
"40",100099,1994-08-10,1994-09-12,2086.139,2373.883,2230.011,0.0904109589041096,287.744,3182.62303030303,13.793136507203,"STONY BROOK NEAR WEST SUFFIELD, CT.","1184100","USA","CONNECTICUT",41.96,-72.71,"NA1983"
"41",100101,1994-06-02,1996-10-16,815.273,799.287,830.687571428571,2.37534246575342,-15.986,-6.72997693194925,-1.9608155795666,"SCANTIC R AT BROAD BROOK, CT.","1184500","USA","CONNECTICUT",41.91,-72.56,"NA1983"
"42",100104,1991-11-14,2001-07-05,199.822,259.768,275.27436,9.64657534246575,59.946,6.21422607213859,29.9996997327621,"BUNNELL (BURLINGTON) BR NR BURLINGTON, CT","1188000","USA","CONNECTICUT",41.78,-72.96,"NA1983"
"43",100105,1991-10-18,2001-07-19,239.786,239.786,248.204106382979,9.75890410958904,0,0,0,"FARMINGTON RIVER AT UNIONVILLE, CT.","1188090","USA","CONNECTICUT",41.75,-72.88,"NA1983"
"44",100107,1991-10-18,2001-09-18,379.661,639.43,429.973642857143,9.92602739726027,259.769,26.1704899254761,68.4213021616653,"FARMINGTON RIVER AT TARIFFVILLE, CT.","1189995","USA","CONNECTICUT",41.9,-72.76,"NA1983"
"45",100109,1994-06-13,1994-09-14,1111.009,1638.538,1374.7735,0.254794520547945,527.529,2070.40951612903,47.4819735933732,"COGINCHAUG RIVER AT MIDDLEFIELD, CT","1192883","USA","CONNECTICUT",41.52,-72.7,"NA1983"
"46",100111,2000-04-03,2000-08-01,159.857,239.786,199.8215,0.328767123287671,79.929,243.117375,50.0003127795467,"BLACKLEDGE R ABV LYMAN BR NR N WESTCHESTER, CT","1193340","USA","CONNECTICUT",41.6,-72.42,"NA1983"
"47",100112,1991-10-31,2001-07-24,299.733,239.786,238.135304347826,9.73698630136986,-59.947,-6.15662774338773,-20.0001334521057,"SALMON RIVER NEAR EAST HAMPTON, CT.","1193500","USA","CONNECTICUT",41.55,-72.44,"NA1983"
"48",100113,1991-10-30,2001-09-10,1618.556,1678.503,1274.8421,9.87123287671233,59.9469999999999,6.07289897307798,3.70373345129856,"QUINNIPIAC R NR MERIDEN, CT","1196222","USA","CONNECTICUT",41.52,-72.86,"NA1983"
"49",100114,1991-10-30,2001-09-10,1838.36,1738.449,1446.70959183673,9.87123287671233,-99.9109999999998,-10.121430752151,-5.43478970386648,"QUINNIPIAC RIVER AT WALLINGFORD, CT.","1196500","USA","CONNECTICUT",41.44,-72.84,"NA1983"
"50",100128,1991-10-23,1995-09-20,3137.202,3297.059,2915.715,3.91232876712329,159.857,40.8598074229692,5.0955277983375,"TENMILE RIVER AT SOUTH DOVER NEAR WINGDALE NY","1199900","USA","NEW YORK",41.66,-73.55,"NA1983"
"51",100129,1993-03-31,2001-07-17,999.109,2198.039,2027.68149019608,8.3013698630137,1198.93,144.425561056106,119.999919928656,"HOUSATONIC R NR NEW MILFORD, CT","1200600","USA","CONNECTICUT",41.59,-73.44,"NA1983"
"52",100130,1991-10-24,1994-08-17,2917.398,2238.004,2327.9235,2.81643835616438,-679.394,-241.224523346304,-23.2876693546784,"STILL R AT BROOKFIELD JUNCTION, CT","1201485","USA","CONNECTICUT",41.45,-73.39,"NA1983"
"53",100131,1991-10-24,2001-09-05,639.43,739.34,631.51666,9.87397260273973,99.9100000000001,10.1185210876804,15.6248533850461,"SHEPAUG R NR ROXBURY, CT","1203000","USA","CONNECTICUT",41.54,-73.32,"NA1983"
"54",100134,1973-01-09,1995-09-12,1059.055,2218.021,1534.78065775401,22.6876712328767,1158.966,51.0835152759329,109.4339765168,"HOUSATONIC R AT STEVENSON, CT","1205500","USA","CT",41.38,-73.16,"NA1983"
"55",100135,1991-10-28,2001-09-06,479.572,719.358,443.604326530612,9.86575342465753,239.786,24.3048847542349,50,"NAUGATUCK RIVER NR WATERVILLE,CT.","1208049","USA","CONNECTICUT",41.61,-73.05,"NA1983"
"56",100136,1991-10-28,2001-09-06,499.554,979.127,552.584019230769,9.86575342465753,479.573,48.609870869203,96.0002322071288,"NAUGATUCK RIVER AT BEACON FALLS, CT.","1208500","USA","CONNECTICUT",41.44,-73.06,"NA1983"
"57",100137,1993-03-26,1995-08-16,419.626,1119.002,602.605285714286,2.39178082191781,699.376,292.408064146621,166.666507795037,"ROOSTER RIVER AT FAIRFIELD, CT","1208873","USA","CONNECTICUT",41.17,-73.21,"NA1983"
"58",100138,1991-10-24,2001-07-25,1258.877,1638.538,1248.79520454545,9.75890410958904,379.661,38.904060920831,30.1587049409911,"SAUGATUCK RIVER NEAR REDDING, CT.","1208990","USA","CONNECTICUT",41.29,-73.39,"NA1983"
"59",100141,1991-10-25,2006-08-21,1598.574,1222.909,1157.01370742358,14.8328767123288,-375.665,-25.3265099741411,-23.5000068811328,"NORWALK RIVER AT WINNIPAUK,CT.","1209710","USA","CONNECTICUT",41.13,-73.42,"NA1983"
"60",100145,1973-02-21,1997-06-18,147.5,339.697,263.692272727273,24.3369863013699,192.197,7.8973212878532,130.303050847458,"PECONIC RIVER AT RIVERHEAD NY","1304500","USA","NEW YORK",40.91,-72.68,"NA1983"
"61",100146,1985-02-27,1997-06-18,439.608,359.679,340.09875862069,12.3123287671233,-79.929,-6.49178571428572,-18.1818802205601,"CARMANS RIVER AT YAPHANK NY","1305000","USA","NEW YORK",40.83,-72.9,"NA1983"
"62",100163,1993-04-09,1995-03-09,259.768,219.804,198.989208333333,1.91506849315068,-39.964,-20.868183118741,-15.3844969357273,"HUDSON RIVER SOUTH OF LAKE LUZERNE NY","1325010","USA","NEW YORK",43.3,-73.83,"NA1983"
"63",100166,1993-08-09,1994-06-13,2257.986,1678.503,1968.2445,0.843835616438356,-579.483,-686.724983766234,-25.6637109353202,"HOOSIC RIVER BELOW WILLIAMSTOWN MA","1333300","USA","MASSACHUSETTS",42.74,-73.21,"NA1983"
"64",100167,1993-08-09,1994-06-13,999.109,659.412,632.769,0.843835616438356,-339.697,-402.563003246753,-33.9999939946492,"LITTLE HOOSIC RIVER AT PETERSBURG NY","1333500","USA","NEW YORK",42.76,-73.33,"NA1983"
"65",100171,1993-04-08,1996-05-13,899.198,479.572,619.447375,3.0986301369863,-419.626,-135.423068081344,-46.6666963227231,"HUDSON RIVER AT WATERFORD NY","1335770","USA","NEW YORK",42.78,-73.67,"NA1983"
"66",100172,1993-04-19,1994-05-31,1838.36,2477.79,2198.03933333333,1.11506849315068,639.43,573.444594594595,34.7826323462216,"MOHAWK RIVER NEAR UTICA NY","1342602","USA","NEW YORK",43.09,-75.15,"NA1983"
"67",100173,1993-08-11,1994-06-22,143.872,105.906,89.92,0.863013698630137,-37.966,-43.9923492063492,-26.388734430605,"WEST CANADA CREEK AT NOBLEBORO NY","1342800","USA","NEW YORK",43.39,-74.85,"NA1983"
